,ds,seasonality_yearly_fact,seasonality_custom,trend_fact,regressor,event_fact,y,yhat1,residual1,trend,season_yearly,season_custom_seasonality,events_multiplicative,event_event,future_regressors_multiplicative,future_regressor_regressor
10,2020-01-11,1.9929626918875303,4.999999999999284,0.020408163265306124,0.9873417721518988,0,0.18327151967425948,0.18876948952674866,0.005497969852489182,0.07831598073244095,0.3284892439842224,0.8251705169677734,0.0,0.0,0.25669732689857483,1.3059213161468506
11,2020-01-12,1.9867218045326918,4.480571462657225,0.022448979591836737,1.0,0,0.19008209375324303,0.1951693743467331,0.005087280593490062,0.08591118454933167,0.3264830410480499,0.6852861046791077,0.0,0.0,0.25998830795288086,1.3226639032363892
12,2020-01-13,1.9786796712886376,3.865027017828311,0.02448979591836735,0.9873417721518988,0,0.19178077864331872,0.1963861584663391,0.004605379823020395,0.09350638091564178,0.3240109980106354,0.5195351839065552,0.0,0.0,0.25669732689857483,1.3059213161468506
13,2020-01-14,1.968934040419279,3.526944766835266,0.02653061224489796,0.9746835443037974,0,0.19819859300052745,0.20250800251960754,0.0043094095190800985,0.10110156983137131,0.3211005628108978,0.4285086393356323,0.0,0.0,0.2534063458442688,1.2891788482666016
14,2020-01-15,1.9575884342360559,3.4709357376503416,0.028571428571428574,0.9620253164556962,0,0.2111585568097741,0.21536529064178467,0.004206733832010562,0.10869678109884262,0.3177802562713623,0.4134443998336792,0.0,0.0,0.25011536478996277,1.272436261177063
15,2020-01-16,1.9447514910129962,3.4393801608679553,0.030612244897959186,0.9493670886075949,0,0.22449485940271063,0.2286151945590973,0.004120335156386656,0.11629198491573334,0.3140801787376404,0.4049675762653351,0.0,0.0,0.24682435393333435,1.2556936740875244
16,2020-01-17,1.9305362829244368,3.215365791001301,0.0326530612244898,0.9367088607594937,0,0.2312689284795178,0.23516610264778137,0.003897174168263573,0.12388717383146286,0.31003138422966003,0.3446632921695709,0.0,0.0,0.24353337287902832,1.2389510869979858
17,2020-01-18,1.9150596144897278,2.821108396263212,0.03469387755102041,0.9240506329113924,0,0.23106881008631355,0.23461955785751343,0.0035507477711998747,0.13148237764835358,0.3056657016277313,0.2385101020336151,0.0,0.0,0.2402423620223999,1.2222083806991577
18,2020-01-19,1.898441306113189,2.4484860189789277,0.036734693877551024,0.9367088607594937,0,0.23082745172516123,0.2340296357870102,0.003202184061848967,0.1390775740146637,0.3010157644748688,0.13817812502384186,0.0,0.0,0.24353337287902832,1.2389510869979858
19,2020-01-20,1.8808034673802427,2.2325193401181744,0.03877551020408164,0.9493670886075949,0,0.23508389393064133,0.23804564774036407,0.0029617538097227447,0.14667277038097382,0.29611459374427795,0.0800318568944931,0.0,0.0,0.24682435393333435,1.2556936740875244
20,2020-01-21,1.862269764809524,2.1160803494847396,0.04081632653061225,0.9367088607594937,0,0.24143097857362272,0.2442406713962555,0.00280969282263277,0.15426796674728394,0.29099559783935547,0.048694461584091187,0.0,0.0,0.24353337287902832,1.2389510869979858
21,2020-01-22,1.8429646887722066,1.93385133158025,0.04285714285714286,0.9493670886075949,0,0.24540784752685935,0.24800141155719757,0.0025935640303382246,0.16186317801475525,0.28569212555885315,-0.0003494112752377987,0.0,0.0,0.24682435393333435,1.2556936740875244
22,2020-01-23,1.823012824262321,1.6061900703270142,0.04489795918367347,0.9367088607594937,0,0.24091848697484539,0.24321015179157257,0.0022916648167271847,0.16945837438106537,0.2802375257015228,-0.08855022490024567,0.0,0.0,0.24353337287902832,1.2389510869979858
23,2020-01-24,1.8025381301513015,1.2270440475620867,0.04693877551020409,0.9240506329113924,0,0.2325174584578979,0.23447059094905853,0.0019531324911606363,0.1770535707473755,0.27466481924057007,-0.19061535596847534,0.0,0.0,0.2402423620223999,1.2222083806991577
24,2020-01-25,1.781663231469694,0.9555824165698981,0.0489795918367347,0.9113924050632911,0,0.22768839443769226,0.22938410937786102,0.0016957149401687632,0.1846487671136856,0.26900649070739746,-0.26368528604507446,0.0,0.0,0.23695139586925507,1.2054659128189087
25,2020-01-26,1.7605087291457577,0.8369792434002761,0.05102040816326531,0.9240506329113924,0,0.2306907451763993,0.23221983015537262,0.001529084978973333,0.19224396347999573,0.26329442858695984,-0.2955934405326843,0.0,0.0,0.2402423620223999,1.2222083806991577
26,2020-01-27,1.7391925314819807,0.7530200801995156,0.05306122448979592,0.9367088607594937,0,0.23500399649686887,0.23639383912086487,0.001389842623995996,0.19983914494514465,0.2575596868991852,-0.318172425031662,0.0,0.0,0.24353337287902832,1.2389510869979858
27,2020-01-28,1.7178292114780565,0.5597482758723928,0.05510204081632654,0.9493670886075949,0,0.23291327255279023,0.23408198356628418,0.001168711013493945,0.20743435621261597,0.2518323063850403,-0.370193749666214,0.0,0.0,0.24682435393333435,1.2556936740875244
28,2020-01-29,1.6965293939060782,0.2616974408114653,0.05714285714285715,0.9367088607594937,0,0.22256775402725926,0.22346439957618713,0.0008966455489278768,0.2150295525789261,0.24614104628562927,-0.4504479467868805,0.0,0.0,0.24353337287902832,1.2389510869979858
29,2020-01-30,1.6753991758174422,0.024777445632181427,0.05918367346938776,0.9240506329113924,0,0.2144950824009581,0.21516497433185577,0.0006698919308976703,0.2226247489452362,0.24051348865032196,-0.5142641663551331,0.0,0.0,0.2402423620223999,1.2222083806991577
30,2020-01-31,1.654539583909719,5.25135490647699e-13,0.06122448979591837,0.9367088607594937,0,0.2198723537552901,0.22044457495212555,0.0005722211968354485,0.2302199751138687,0.23497575521469116,-0.5209702253341675,0.0,0.0,0.24353337287902832,1.2389510869979858
31,2020-02-01,1.6340460719087577,0.14303765033513938,0.06326530612244899,0.9240506329113924,0,0.23415339797921222,0.2347976267337799,0.0006442287545676828,0.23781515657901764,0.22955244779586792,-0.48248329758644104,0.0,0.0,0.2402423620223999,1.2222083806991577
32,2020-02-02,1.6140080608292657,0.2402921098534,0.0653061224489796,0.9367088607594937,0,0.2475761000125492,0.2482316941022873,0.0006555940897380874,0.24541035294532776,0.2242661863565445,-0.45630308985710144,0.0,0.0,0.24353337287902832,1.2389510869979858
33,2020-02-03,1.5945085246649238,0.14736241875819872,0.0673469387755102,0.9493670886075949,0,0.24859358174900753,0.24912193417549133,0.0005283524264838024,0.2530055344104767,0.21913808584213257,-0.4813123345375061,0.0,0.0,0.24682435393333435,1.2556936740875244
34,2020-02-04,1.575623623733976,0.009921202110975968,0.06938775510204082,0.9367088607594937,0,0.2444012762133697,0.24481338262557983,0.00041210641221012256,0.2606007754802704,0.21418727934360504,-0.5183013677597046,0.0,0.0,0.24353337287902832,1.2389510869979858
35,2020-02-05,1.557422387566172,0.21799469844013847,0.07142857142857144,0.9240506329113924,0,0.2642476942084074,0.26481789350509644,0.0005701992966890557,0.2681959271430969,0.2094310075044632,-0.46226879954338074,0.0,0.0,0.2402423620223999,1.2222083806991577
36,2020-02-06,1.5399664488659712,1.084588136419514,0.07346938775510205,0.9367088607594937,0,0.3351132327706515,0.3363199830055237,0.001206750234872156,0.27579113841056824,0.2048843502998352,-0.22894422709941864,0.0,0.0,0.24353337287902832,1.2389510869979858
37,2020-02-07,1.5233098297285748,2.5180685820468582,0.07551020408163266,0.9493670886075949,0,0.45236241533504495,0.4546613097190857,0.0022988943840407394,0.28338634967803955,0.20056043565273285,0.15700191259384155,0.0,0.0,0.24682435393333435,1.2556936740875244
38,2020-02-08,1.507498780920918,3.9988997592447273,0.07755102040816328,0.9620253164556962,0,0.5791838909216551,0.5826249718666077,0.003441080944952546,0.29098156094551086,0.19647030532360077,0.5556888580322266,0.0,0.0,0.25011536478996277,1.272436261177063
39,2020-02-09,1.4925716746708808,4.916698310109188,0.07959183673469389,0.9746835443037974,0,0.6672942604781038,0.6714404225349426,0.00414616205683882,0.2985767424106598,0.19262273609638214,0.8027745485305786,0.0,0.0,0.2534063458442688,1.2891788482666016
40,2020-02-10,1.4785589510407453,4.999999999998491,0.0816326530612245,0.9620253164556962,0,0.6890272871424435,0.6932682394981384,0.0042409523556948825,0.3061719238758087,0.18902449309825897,0.8251705169677734,0.0,0.0,0.25011536478996277,1.272436261177063
41,2020-02-11,1.4654831175934222,4.480571462657038,0.0836734693877551,0.9746835443037974,0,0.6627556389933156,0.6665583848953247,0.0038027459020091303,0.31376713514328003,0.18568024039268494,0.6852861046791077,0.0,0.0,0.2534063458442688,1.2891788482666016
42,2020-02-12,1.4533588016987173,3.865027017828151,0.08571428571428572,0.9620253164556962,0,0.624035240227077,0.6273773908615112,0.0033421506344342156,0.32136234641075134,0.18259252607822418,0.5195351839065552,0.0,0.0,0.25011536478996277,1.272436261177063
43,2020-02-13,1.4421928544716796,3.5269447668344616,0.08775510204081634,0.9746835443037974,0,0.6093557349412804,0.6124125719070435,0.003056836965763088,0.32895752787590027,0.17976179718971252,0.4285086393356323,0.0,0.0,0.2534063458442688,1.2891788482666016
44,2020-02-14,1.431984504989234,3.4709357376496808,0.08979591836734695,0.9620253164556962,0,0.6164440910207407,0.6195082068443298,0.0030641158235891197,0.3365527391433716,0.1771864891052246,0.4134443998336792,0.0,0.0,0.25011536478996277,1.272436261177063
45,2020-02-15,1.4227255630994893,3.439380160868193,0.09183673469387756,0.9746835443037974,0,0.6278684021881972,0.6309047341346741,0.0030363319464769,0.3441479206085205,0.17486317455768585,0.4049675762653351,0.0,0.0,0.2534063458442688,1.2891788482666016
46,2020-02-16,1.4144006688160338,3.215365791001143,0.09387755102040818,0.9620253164556962,0,0.6188212687929637,0.6217289566993713,0.0029076879064076078,0.3517431318759918,0.17278653383255005,0.3446632921695709,0.0,0.0,0.25011536478996277,1.272436261177063
47,2020-02-17,1.4069875859899659,2.8211083962632233,0.09591836734693879,0.9746835443037974,0,0.5949604852003642,0.5975314378738403,0.002570952673476179,0.35933831334114075,0.17094944417476654,0.2385101020336151,0.0,0.0,0.2534063458442688,1.2891788482666016
48,2020-02-18,1.4004575376646997,2.4484860189796662,0.0979591836734694,0.9620253164556962,0,0.5692377671608225,0.571549117565155,0.0023113504043325017,0.36693352460861206,0.16934308409690857,0.13817812502384186,0.0,0.0,0.25011536478996277,1.272436261177063
49,2020-02-19,1.394775580257424,2.232519340119616,0.1,0.9493670886075949,0,0.5576662008984635,0.5598505139350891,0.0021843130366255847,0.3745287358760834,0.16795700788497925,0.0800318568944931,0.0,0.0,0.24682435393333435,1.2556936740875244
50,2020-02-20,1.389901013465451,2.1160803494845917,0.10204081632653061,0.9620253164556962,0,0.5579598652454836,0.5600367188453674,0.0020768535998838544,0.3821239173412323,0.1667795032262802,0.048694461584091187,0.0,0.0,0.25011536478996277,1.272436261177063
51,2020-02-21,1.3857878225822309,1.933851331580866,0.10408163265306124,0.9493670886075949,0,0.5484067722067456,0.5503895282745361,0.0019827560677905254,0.3897191286087036,0.16579729318618774,-0.0003494112752377987,0.0,0.0,0.24682435393333435,1.2556936740875244
52,2020-02-22,1.382385149708435,1.6061900703268062,0.10612244897959185,0.9620253164556962,0,0.5253698528520996,0.5270617008209229,0.001691847968823268,0.39731428027153015,0.1649959534406662,-0.08855022490024567,0.0,0.0,0.25011536478996277,1.272436261177063
53,2020-02-23,1.379637790182053,1.2270440475628417,0.10816326530612246,0.9746835443037974,0,0.49553543928281774,0.49688515067100525,0.0013497113881875134,0.40490949153900146,0.16436010599136353,-0.19061535596847534,0.0,0.0,0.2534063458442688,1.2891788482666016
54,2020-02-24,1.3774867104083222,0.9555824165700666,0.11020408163265308,0.9620253164556962,0,0.47333693866416454,0.47450557351112366,0.0011686348469591157,0.4125047028064728,0.16387328505516052,-0.26368528604507446,0.0,0.0,0.25011536478996277,1.272436261177063
55,2020-02-25,1.3758695831599839,0.8369792433995025,0.11224489795918369,0.9493670886075949,0,0.46718750068201936,0.4683060348033905,0.0011185341213711397,0.4200998842716217,0.16351830959320068,-0.2955934405326843,0.0,0.0,0.24682435393333435,1.2556936740875244
56,2020-02-26,1.3747213363356088,0.7530200802009369,0.1142857142857143,0.9620253164556962,0,0.4674019123419705,0.4684203863143921,0.0010184739724216074,0.4276951253414154,0.16327735781669617,-0.318172425031662,0.0,0.0,0.25011536478996277,1.272436261177063
57,2020-02-27,1.3739747111103535,0.5597482758730815,0.1163265306122449,0.9493670886075949,0,0.4517063965483443,0.4525986909866333,0.0008922944382889764,0.4352903366088867,0.1631321907043457,-0.370193749666214,0.0,0.0,0.24682435393333435,1.2556936740875244
58,2020-02-28,1.3735608253890708,0.261697440810984,0.11836734693877551,0.9620253164556962,0,0.4258009138653746,0.4263797998428345,0.0005788859774598643,0.44288551807403564,0.16306404769420624,-0.4504479467868805,0.0,0.0,0.25011536478996277,1.272436261177063
59,2020-02-29,1.3734097384769375,0.024777445632273576,0.12040816326530614,0.9746835443037974,0,0.4061211693395256,0.40642204880714417,0.00030087946761858664,0.45048072934150696,0.1630541980266571,-0.5142641663551331,0.0,0.0,0.2534063458442688,1.2891788482666016
60,2020-03-01,1.373451012918475,3.1530333899354446e-13,0.12244897959183675,0.9620253164556962,0,0.40842567298463106,0.4087085425853729,0.00028286960074186407,0.45807594060897827,0.16308368742465973,-0.5209702253341675,0.0,0.0,0.25011536478996277,1.272436261177063
61,2020-03-02,1.3736142695168851,0.14303765033482074,0.12448979591836735,0.9493670886075949,0,0.43148399901228035,0.43189820647239685,0.0004142074601165002,0.4656710922718048,0.16313384473323822,-0.48248329758644104,0.0,0.0,0.24682435393333435,1.2556936740875244
62,2020-03-03,1.373829731639066,0.24029210985314825,0.12653061224489798,0.9367088607594937,0,0.4492887827338896,0.4498000741004944,0.0005112913666047714,0.4732663035392761,0.16318614780902863,-0.45630308985710144,0.0,0.0,0.24353337287902832,1.2389510869979858
63,2020-03-04,1.3740287550293666,0.1473624187582756,0.1285714285714286,0.9240506329113924,0,0.4429853751470188,0.4434276521205902,0.0004422769735714094,0.48086151480674744,0.16322247684001923,-0.4813123345375061,0.0,0.0,0.2402423620223999,1.2222083806991577
64,2020-03-05,1.3741443394993371,0.009921202110681204,0.1306122448979592,0.9113924050632911,0,0.43042716038182005,0.43075788021087646,0.00033071982905641395,0.48845669627189636,0.1632252335548401,-0.5183013677597046,0.0,0.0,0.23695139586925507,1.2054659128189087
65,2020-03-06,1.3741116190322744,0.2179946984387765,0.1326530612244898,0.8987341772151899,0,0.46307067786654216,0.46359482407569885,0.0005241462091566951,0.4960519075393677,0.16317754983901978,-0.46226879954338074,0.0,0.0,0.23366038501262665,1.1887233257293701
66,2020-03-07,1.3738683270327852,1.0845881364182883,0.1346938775510204,0.9113924050632911,0,0.5885918884121389,0.5898061990737915,0.0012143106616525623,0.5036470890045166,0.16306322813034058,-0.22894422709941864,0.0,0.0,0.23695139586925507,1.2054659128189087
67,2020-03-08,1.3733552336690273,2.518068582047446,0.13673469387755102,0.8987341772151899,0,0.7917154806661661,0.7942298650741577,0.0025143844079915656,0.5112423300743103,0.16286693513393402,0.15700191259384155,0.0,0.0,0.23366038501262665,1.1887233257293701
68,2020-03-09,1.3725165524894252,3.9988997592437125,0.13877551020408163,0.8860759493670886,0,1.0071621913363578,1.011023759841919,0.003861568505561186,0.5188375115394592,0.16257449984550476,0.5556888580322266,0.0,0.0,0.23036940395832062,1.1719807386398315
69,2020-03-10,1.371300313751508,4.91669831010885,0.14081632653061227,0.8987341772151899,0,1.1528256393351284,1.1574188470840454,0.0045932077489170275,0.5264326333999634,0.16217263042926788,0.8027745485305786,0.0,0.0,0.23366038501262665,1.1887233257293701
70,2020-03-11,1.369658702170414,4.999999999998952,0.14285714285714288,0.8860759493670886,0,1.179390664505208,1.184040904045105,0.004650239539897072,0.5340278744697571,0.16164931654930115,0.8251705169677734,0.0,0.0,0.23036940395832062,1.1719807386398315
71,2020-03-12,1.3675483570803362,4.480571462657271,0.14489795918367349,0.8734177215189873,0,1.1188350314882005,1.1229788064956665,0.0041437750074659885,0.5416231155395508,0.1609937697649002,0.6852861046791077,0.0,0.0,0.2270784080028534,1.155238151550293
72,2020-03-13,1.3649306332996076,3.8650270178292345,0.1469387755102041,0.8860759493670886,0,1.045621263746341,1.0490623712539673,0.003441107507626384,0.5492182970046997,0.1601964235305786,0.5195351839065552,0.0,0.0,0.23036940395832062,1.1719807386398315
73,2020-03-14,1.3617718212981669,3.5269447668345655,0.1489795918367347,0.8734177215189873,0,1.0074200093970929,1.0105252265930176,0.0031052171959247143,0.5568134784698486,0.15924915671348572,0.4285086393356323,0.0,0.0,0.2270784080028534,1.155238151550293
74,2020-03-15,1.358043325580492,3.470935737650196,0.1510204081632653,0.8860759493670886,0,1.014110348841297,1.0170413255691528,0.002930976727855805,0.5644087195396423,0.1581452488899231,0.4134443998336792,0.0,0.0,0.23036940395832062,1.1719807386398315
75,2020-03-16,1.3537218005186693,3.439380160868082,0.15306122448979592,0.8734177215189873,0,1.0203856657508783,1.0232722759246826,0.002886610173804316,0.5720039010047913,0.156879261136055,0.4049675762653351,0.0,0.0,0.2270784080028534,1.155238151550293
76,2020-03-17,1.348789243193345,3.215365791000985,0.15510204081632656,0.8860759493670886,0,1.0004439892870773,1.0029847621917725,0.002540772904695121,0.5795990824699402,0.15544739365577698,0.3446632921695709,0.0,0.0,0.23036940395832062,1.1719807386398315
77,2020-03-18,1.3432330431238282,2.821108396263603,0.15714285714285717,0.8987341772151899,0,0.9527690254661263,0.9547882676124573,0.0020192421463309795,0.5871942639350891,0.1538471132516861,0.2385101020336151,0.0,0.0,0.23366038501262665,1.1887233257293701
78,2020-03-19,1.3370459890921498,2.4484860189791284,0.15918367346938778,0.8860759493670886,0,0.9028273891432503,0.9044516682624817,0.0016242791192313533,0.594789445400238,0.15207742154598236,0.13817812502384186,0.0,0.0,0.23036940395832062,1.1719807386398315
79,2020-03-20,1.330226233581938,2.2325193401190737,0.16122448979591839,0.8734177215189873,0,0.8764426537191429,0.8778244256973267,0.0013817719781837878,0.6023846864700317,0.15013869106769562,0.0800318568944931,0.0,0.0,0.2270784080028534,1.155238151550293
80,2020-03-21,1.322777215666619,2.1160803494830605,0.163265306122449,0.8607594936708861,0,0.8652436014400924,0.8664852976799011,0.0012416962398087428,0.6099798679351807,0.1480327546596527,0.048694461584091187,0.0,0.0,0.22378742694854736,1.1384955644607544
81,2020-03-22,1.3147075434814983,1.9338513315806674,0.1653061224489796,0.8734177215189873,0,0.8466940904552518,0.8476167321205139,0.000922641665262125,0.6175750494003296,0.14576277136802673,-0.0003494112752377987,0.0,0.0,0.2270784080028534,1.155238151550293
82,2020-03-23,1.3060308377085217,1.606190070326996,0.1673469387755102,0.8607594936708861,0,0.7987436590610716,0.7993242144584656,0.0005805553973939892,0.6251702904701233,0.14333313703536987,-0.08855022490024567,0.0,0.0,0.22378742694854736,1.1384955644607544
83,2020-03-24,1.2967655377786635,1.2270440475622082,0.16938775510204082,0.8481012658227848,0,0.7405481645848643,0.7407346963882446,0.00018653180338035202,0.6327654719352722,0.14074960350990295,-0.19061535596847534,0.0,0.0,0.22049641609191895,1.1217529773712158
84,2020-03-25,1.2869346727624764,0.9555824165696487,0.17142857142857143,0.8354430379746836,0,0.6990788789668816,0.6989787817001343,-0.00010009726674731212,0.6403607130050659,0.13801902532577515,-0.26368528604507446,0.0,0.0,0.2172054499387741,1.1050105094909668
85,2020-03-26,1.2765655991634806,0.8369792433990011,0.17346938775510207,0.8227848101265822,0,0.6828326948542255,0.6826023459434509,-0.0002303489107745582,0.6479558944702148,0.13514938950538635,-0.2955934405326843,0.0,0.0,0.2139144390821457,1.0882678031921387
86,2020-03-27,1.2656897080601817,0.753020080200361,0.17551020408163268,0.8354430379746836,0,0.676443149094346,0.6759929060935974,-0.0004502430007485847,0.655551016330719,0.13214978575706482,-0.318172425031662,0.0,0.0,0.2172054499387741,1.1050105094909668
87,2020-03-28,1.2543421042465341,0.5597482758707473,0.17755102040816328,0.8227848101265822,0,0.645730901124931,0.6450760960578918,-0.0006548050670391881,0.6631462574005127,0.12903013825416565,-0.370193749666214,0.0,0.0,0.2139144390821457,1.0882678031921387
88,2020-03-29,1.2425612602098957,0.2616974408118086,0.1795918367346939,0.8354430379746836,0,0.5997831694524126,0.5986761450767517,-0.0011070243756609033,0.6707414984703064,0.1258011907339096,-0.4504479467868805,0.0,0.0,0.2172054499387741,1.1050105094909668
89,2020-03-30,1.2303886479463872,0.024777445632144512,0.1816326530612245,0.8481012658227848,0,0.5636546836463616,0.5621421337127686,-0.0015125499335930659,0.6783366203308105,0.12247452139854431,-0.5142641663551331,0.0,0.0,0.22049641609191895,1.1217529773712158
90,2020-03-31,1.2178683517547764,9.039990978010337e-13,0.1836734693877551,0.8607594936708861,0,0.5654622573232468,0.5637532472610474,-0.0017090100621994786,0.6859318614006042,0.11906224489212036,-0.5209702253341675,0.0,0.0,0.22378742694854736,1.1384955644607544
91,2020-04-01,1.2050466652621976,0.14303765033387372,0.18571428571428572,0.8481012658227848,0,0.5935773222635019,0.5919879078865051,-0.0015894143769967783,0.6935270428657532,0.11557707190513611,-0.48248329758644104,0.0,0.0,0.22049641609191895,1.1217529773712158
92,2020-04-02,1.191971676025613,0.2402921098538252,0.18775510204081636,0.8354430379746836,0,0.6135286281522025,0.6120337843894958,-0.001494843762706699,0.7011222839355469,0.11203208565711975,-0.45630308985710144,0.0,0.0,0.2172054499387741,1.1050105094909668
93,2020-04-03,1.178692841115462,0.1473624187583522,0.18979591836734697,0.8481012658227848,0,0.6024419528362934,0.6007264256477356,-0.0017155271885578305,0.7087174654006958,0.10844065248966217,-0.4813123345375061,0.0,0.0,0.22049641609191895,1.1217529773712158
94,2020-04-04,1.1652605571226224,0.00992120211038533,0.19183673469387758,0.8607594936708861,0,0.5824050566795226,0.5804297924041748,-0.0019752642753477767,0.7163126468658447,0.10481633245944977,-0.5183013677597046,0.0,0.0,0.22378742694854736,1.1384955644607544
95,2020-04-05,1.1517257280427275,0.21799469843814478,0.19387755102040818,0.8481012658227848,0,0.6238633893241785,0.6221266984939575,-0.0017366908302209882,0.7239078879356384,0.10117275267839432,-0.46226879954338074,0.0,0.0,0.22049641609191895,1.1217529773712158
96,2020-04-06,1.138139334472785,1.0845881364172667,0.1959183673469388,0.8607594936708861,0,0.8000300991792859,0.7990695834159851,-0.0009605157633008066,0.7315030694007874,0.09752349555492401,-0.22894422709941864,0.0,0.0,0.22378742694854736,1.1384955644607544
97,2020-04-07,1.1245520075141044,2.5180685820484223,0.1979591836734694,0.8481012658227848,0,1.0869388162701537,1.0874944925308228,0.0005556762606691024,0.7390981912612915,0.09388191998004913,0.15700191259384155,0.0,0.0,0.22049641609191895,1.1217529773712158
98,2020-04-08,1.1110136107068822,3.998899759242697,0.2,0.8607594936708861,0,1.3941345727240932,1.3961207866668701,0.001986213942776871,0.74669349193573,0.09026116877794266,0.5556888580322266,0.0,0.0,0.22378742694854736,1.1384955644607544
99,2020-04-09,1.0975728332291217,4.916698310108103,0.20204081632653062,0.8481012658227848,0,1.5885201398098796,1.5915075540542603,0.0029874142443806484,0.7542886137962341,0.0866740345954895,0.8027745485305786,0.0,0.0,0.22049641609191895,1.1217529773712158
100,2020-04-10,1.084276797475538,4.9999999999989075,0.20408163265306123,0.8607594936708861,0,1.6214359777847616,1.6244053840637207,0.0029694062789591413,0.7618838548660278,0.08313275128602982,0.8251705169677734,0.0,0.0,0.22378742694854736,1.1384955644607544
101,2020-04-11,1.071170683991685,4.480571462656778,0.20612244897959187,0.8734177215189873,0,1.5304921360916586,1.532812476158142,0.002320340066483517,0.769478976726532,0.07964900135993958,0.6852861046791077,0.0,0.0,0.2270784080028534,1.155238151550293
102,2020-04-12,1.0582973765764665,3.865027017829262,0.20816326530612247,0.8860759493670886,0,1.4174670103363824,1.419045090675354,0.0015780803389715548,0.7770742774009705,0.07623381167650223,0.5195351839065552,0.0,0.0,0.23036940395832062,1.1719807386398315
103,2020-04-13,1.0456971301860056,3.5269447668346694,0.21020408163265308,0.8987341772151899,0,1.3603096645842736,1.361453652381897,0.0011439877976233692,0.7846693992614746,0.07289747148752213,0.4285086393356323,0.0,0.0,0.23366038501262665,1.1887233257293701
104,2020-04-14,1.0334072640664766,3.4709357376504766,0.2122448979591837,0.9113924050632911,0,1.3617071067451947,1.362730860710144,0.0010237539649493588,0.7922645807266235,0.06964941322803497,0.4134443998336792,0.0,0.0,0.23695139586925507,1.2054659128189087
105,2020-04-15,1.021461882329447,3.43938016086832,0.2142857142857143,0.9240506329113924,0,1.3681912877376772,1.369126558303833,0.0009352705661558325,0.799859881401062,0.06649814546108246,0.4049675762653351,0.0,0.0,0.2402423620223999,1.2222083806991577
106,2020-04-16,1.0098916239461462,3.2153657909998508,0.2163265306122449,0.9113924050632911,0,1.3275201651448665,1.3283168077468872,0.0007966426020207251,0.8074550032615662,0.06345125287771225,0.3446632921695709,0.0,0.0,0.23695139586925507,1.2054659128189087
107,2020-04-17,0.9987234438907135,2.821108396263252,0.21836734693877552,0.8987341772151899,0,1.2487480895071423,1.249215841293335,0.00046775178619262725,0.8150501847267151,0.06051529943943024,0.2385101020336151,0.0,0.0,0.23366038501262665,1.1887233257293701
