metrics_name,value_prophet,value_neuralprophet,configuration_name,run
MAE,0.005142782512498766,0.005753449873691631,S1.3,1
MAPE,0.0008459899311711628,0.000957072546999579,S1.3,1
MASE,0.013704031070960713,0.015331283335949554,S1.3,1
MSSE,0.00020939163546961393,0.00027385490267227555,S1.3,1
SMAPE,0.19717131802722995,0.21596524475686396,S1.3,1
RMSE_trend,0.008365954367750898,0.007759778549786016,S1.3,1
MAE_trend,0.006290075279562481,0.006759772365234701,S1.3,1
MAPE_trend,0.023531990154282485,0.030655834514885752,S1.3,1
SMAPE_trend,7.587732882847915,5.7008039100135015,S1.3,1
RMSE_event,0.00010489438161105251,0.00011906771475991748,S1.3,1
MAE_event,1.868887039344158e-05,2.121411132812412e-05,S1.3,1
MAPE_event,0.0005885638418838196,0.0006680640478698716,S1.3,1
SMAPE_event,0.05885638418838204,0.06680640478698717,S1.3,1
RMSE_seasonality_custom,0.00011803636602471109,0.00013798838630903751,S1.3,1
MAE_seasonality_custom,0.00010311829102864859,0.00011763502135666123,S1.3,1
MAPE_seasonality_custom,8.555185776565772e-05,7.374871983222955e-05,S1.3,1
SMAPE_seasonality_custom,0.39180639948993834,0.40513921833199085,S1.3,1
RMSE_seasonality_yearly,0.011643204023606307,0.009658499590112706,S1.3,1
MAE_seasonality_yearly,0.008644619358999824,0.005898840952818566,S1.3,1
MAPE_seasonality_yearly,0.01252954170821424,0.006553383202603352,S1.3,1
SMAPE_seasonality_yearly,5.375405116441424,3.3228555628738143,S1.3,1
RMSE_regressor,0.0017876025116062514,0.007929922390123061,S1.3,1
MAE_regressor,0.0015987549320086042,0.007092181237803708,S1.3,1
MAPE_regressor,0.007520487013377113,0.032935832065350765,S1.3,1
SMAPE_regressor,0.7520487013360331,3.293580548158865,S1.3,1
training_time,4.050065755844116,19.727626085281372,S1.3,2
predicting_time,1.2176942825317383,0.11505270004272461,S1.3,2
RMSE,0.008083572318495281,0.009316688704194958,S1.3,2
MAE,0.005101435393122456,0.005731173268992003,S1.3,2
MAPE,0.0008138925421303403,0.0009524979316484765,S1.3,2
MASE,0.013525496503465873,0.015195128044748655,S1.3,2
MSSE,0.0002018851837763621,0.00026817664979133154,S1.3,2
SMAPE,0.17959186727267706,0.19790792364990065,S1.3,2
RMSE_trend,0.00846189340021018,0.002561003138950211,S1.3,2
MAE_trend,0.006453140276499843,0.0015142205069735711,S1.3,2
MAPE_trend,0.022744752024613284,0.004223422892381087,S1.3,2
SMAPE_trend,7.692978766992161,1.3360946973160719,S1.3,2
RMSE_event,8.351925470560875e-05,9.610102477926549e-05,S1.3,2
MAE_event,1.5184791760209047e-05,1.74723068873077e-05,S1.3,2
MAPE_event,0.00045926636454928903,0.0005287137220288978,S1.3,2
SMAPE_event,0.045926636454928796,0.05287137220288979,S1.3,2
RMSE_seasonality_custom,7.910633532732104e-05,0.00011643792467187926,S1.3,2
MAE_seasonality_custom,6.657913437782679e-05,9.987060365113108e-05,S1.3,2
MAPE_seasonality_custom,6.050422766133412e-05,7.225987491132134e-05,S1.3,2
SMAPE_seasonality_custom,0.24245063601002337,0.3570020234071899,S1.3,2
RMSE_seasonality_yearly,0.01155138368618356,0.009641200458778466,S1.3,2
MAE_seasonality_yearly,0.008425000093487392,0.0058741682295459586,S1.3,2
MAPE_seasonality_yearly,0.012069675437165039,0.006656981267280961,S1.3,2
SMAPE_seasonality_yearly,5.076082133157047,3.3298019366282396,S1.3,2
RMSE_regressor,0.0021705693574020565,0.00015626165057999904,S1.3,2
MAE_regressor,0.0018230684117416457,0.0001312454293797311,S1.3,2
MAPE_regressor,0.00967331942255572,0.0006928045479538404,S1.3,2
SMAPE_regressor,0.9673319422554634,0.06930876732999451,S1.3,2
training_time,3.543504238128662,20.343565940856934,S1.3,3
predicting_time,1.2699518203735352,0.0718388557434082,S1.3,3
RMSE,0.007986144352619665,0.009287751512532012,S1.3,3
MAE,0.004907321680390143,0.0056970538862140315,S1.3,3
MAPE,0.0007329904862192246,0.0009550262260298689,S1.3,3
MASE,0.013082100836401067,0.015187395134027016,S1.3,3
MSSE,0.00019888156910378478,0.00026899326172159343,S1.3,3
SMAPE,0.15931663246086394,0.18334055698531862,S1.3,3
RMSE_trend,0.008163278551030995,0.002400844691336141,S1.3,3
MAE_trend,0.005886318093872949,0.0013861667438659416,S1.3,3
MAPE_trend,0.02287262249173664,0.0034827981591961854,S1.3,3
SMAPE_trend,6.5889375355204685,2.1590580979312133,S1.3,3
RMSE_event,0.0002932992141058412,0.0005640896078975288,S1.3,3
MAE_event,5.332527816882708e-05,0.00010255818565686438,S1.3,3
MAPE_event,0.0016145039527569532,0.003107421117765953,S1.3,3
SMAPE_event,0.16145039527569527,0.3107421117765954,S1.3,3
RMSE_seasonality_custom,0.00012203297608064192,9.711596751578679e-05,S1.3,3
MAE_seasonality_custom,9.883777177630994e-05,8.333038784739053e-05,S1.3,3
MAPE_seasonality_custom,7.034295919339451e-05,6.194560598513304e-05,S1.3,3
SMAPE_seasonality_custom,0.2655461097522787,0.2203854621077065,S1.3,3
RMSE_seasonality_yearly,0.011426970302778004,0.009645367435630414,S1.3,3
MAE_seasonality_yearly,0.008240609470278501,0.005880327450871351,S1.3,3
MAPE_seasonality_yearly,0.011636107953839746,0.006707781191649132,S1.3,3
SMAPE_seasonality_yearly,4.757596963901491,3.321341656758149,S1.3,3
RMSE_regressor,0.0006854233868850534,0.0007035459343886179,S1.3,3
MAE_regressor,0.00058344047869066,0.000598862411140432,S1.3,3
MAPE_regressor,0.0029037081644711607,0.002980363489535795,S1.3,3
SMAPE_regressor,0.2903708164476831,0.29801229243376315,S1.3,3
training_time,3.6010780334472656,19.730713844299316,S1.3,4
predicting_time,1.2306218147277832,0.11852288246154785,S1.3,4
RMSE,0.007974419601971266,0.009261183331584714,S1.3,4
MAE,0.004974232042938291,0.005657765738321441,S1.3,4
MAPE,0.0007319812537678898,0.0009141410390611989,S1.3,4
MASE,0.013227576757193106,0.01504524315147487,S1.3,4
MSSE,0.00019694212774555472,0.00026562773610961716,S1.3,4
SMAPE,0.18700866235375135,0.2108448242242547,S1.3,4
RMSE_trend,0.013925443389429297,0.009778447774641635,S1.3,4
MAE_trend,0.010779195486489675,0.00810282399518919,S1.3,4
MAPE_trend,0.04112879288946761,0.03740838550817527,S1.3,4
SMAPE_trend,9.03162928441052,7.012589363717018,S1.3,4
RMSE_event,0.00031015491854142075,0.00024796838622002953,S1.3,4
MAE_event,5.638984528844841e-05,4.508359564675041e-05,S1.3,4
MAPE_event,0.0017073675948619707,0.0013648041918729297,S1.3,4
SMAPE_event,0.17073675948619685,0.1364804191872931,S1.3,4
RMSE_seasonality_custom,9.986575369550757e-05,0.00014328959556800738,S1.3,4
MAE_seasonality_custom,7.250822929265609e-05,0.00011081696184049124,S1.3,4
MAPE_seasonality_custom,3.487546200507704e-05,5.707092237651747e-05,S1.3,4
SMAPE_seasonality_custom,0.36473220919403637,0.7803052506611656,S1.3,4
RMSE_seasonality_yearly,0.011707641526747024,0.009706032211587062,S1.3,4
MAE_seasonality_yearly,0.00857151645436237,0.006009155632051066,S1.3,4
MAPE_seasonality_yearly,0.01225799274707472,0.007009617661595909,S1.3,4
SMAPE_seasonality_yearly,5.22154182737565,3.360691188039134,S1.3,4
RMSE_regressor,0.012516174863771141,0.010127277353703614,S1.3,4
MAE_regressor,0.010310058495891483,0.008342231689454992,S1.3,4
MAPE_regressor,0.053857453770620844,0.043803094349664146,S1.3,4
SMAPE_regressor,5.385745377061923,4.380307419679528,S1.3,4
