metrics_name,value_prophet,value_neuralprophet,configuration_name,run
MAPE_trend,0.03377302095642524,0.003439776865924717,S1.2,1
SMAPE_trend,4.784361199663313,0.4561629453031528,S1.2,1
RMSE_event,8.526170871325797e-05,2.7276305747570817e-05,S1.2,1
MAE_event,1.550159057924338e-05,4.959156115850871e-06,S1.2,1
MAPE_event,0.0004688457474502632,0.00015003614547787802,S1.2,1
SMAPE_event,0.04688457474502653,0.015003614547787788,S1.2,1
RMSE_regressor,0.008801574264379827,0.0008082795480019707,S1.2,1
MAE_regressor,0.00785218769812619,0.000721093405946712,S1.2,1
MAPE_regressor,0.032239926949750815,0.0029095027101493846,S1.2,1
SMAPE_regressor,3.2239926949758178,0.2909779990811721,S1.2,1
training_time,3.120687961578369,16.01633310317993,S1.2,2
predicting_time,1.1818747520446777,0.09874820709228516,S1.2,2
RMSE,0.002071269606019459,0.00030528592778050057,S1.2,2
MAE,0.0006020205114455129,0.00016965895050039654,S1.2,2
MAPE,5.373791210212392e-05,9.594247476683268e-05,S1.2,2
MASE,0.014206191373818747,0.004003530566263797,S1.2,2
MSSE,6.420235705197958e-05,1.3947336518024955e-06,S1.2,2
SMAPE,0.042354351792528465,0.018175421265966014,S1.2,2
RMSE_trend,0.0020774438403187577,0.0005409237766524238,S1.2,2
MAE_trend,0.0006874119321993829,0.0004865830170760256,S1.2,2
MAPE_trend,0.0009866402892124474,0.00217119676353517,S1.2,2
SMAPE_trend,0.40760768609406167,0.744052232295534,S1.2,2
RMSE_event,6.712685535423711e-05,4.822390169925039e-06,S1.2,2
MAE_event,1.2204459003679717e-05,8.767677678026056e-07,S1.2,2
MAPE_event,0.0003691423788557309,2.6524418692846495e-05,S1.2,2
SMAPE_event,0.036914237885572555,0.002652441869284654,S1.2,2
RMSE_regressor,0.00014607528981837247,0.000449477240213876,S1.2,2
MAE_regressor,0.0001267451304565671,0.0003899989330610642,S1.2,2
MAPE_regressor,0.0005510106701302826,0.0016973942185664799,S1.2,2
SMAPE_regressor,0.0551010670130245,0.1697434208116487,S1.2,2
training_time,2.6868650913238525,17.125938892364502,S1.2,3
predicting_time,1.2444961071014404,0.12944698333740234,S1.2,3
RMSE,0.002893770564661408,0.0002105795339346739,S1.2,3
MAE,0.0008690452677280657,0.00012245454460646968,S1.2,3
MAPE,0.0001313766223418053,7.872513038515686e-05,S1.2,3
MASE,0.01977455813354915,0.0027863732776180683,S1.2,3
MSSE,0.00012508007303587887,6.623571931200859e-07,S1.2,3
SMAPE,0.07337700213975455,0.013868653154532142,S1.2,3
RMSE_trend,0.003003809870232046,0.0004331063046252476,S1.2,3
MAE_trend,0.0014375789671236998,0.0003903521873643981,S1.2,3
MAPE_trend,0.004003540463316492,0.0016082948341315858,S1.2,3
SMAPE_trend,1.1385354551185707,0.46838833924170103,S1.2,3
RMSE_event,3.092709062363984e-05,1.6580352718980482e-06,S1.2,3
MAE_event,5.622912135942361e-06,3.014504909504799e-07,S1.2,3
MAPE_event,0.00017011937402285518,9.119552233519992e-06,S1.2,3
SMAPE_event,0.017011937402285512,0.0009119552233520153,S1.2,3
RMSE_regressor,0.0008045189057829848,0.0003767529974021654,S1.2,3
MAE_regressor,0.000719260322800328,0.0003368266955322149,S1.2,3
MAPE_regressor,0.0025869639919635255,0.001209161289873956,S1.2,3
SMAPE_regressor,0.25869639919674103,0.12091744750683525,S1.2,3
training_time,3.41080904006958,16.240667819976807,S1.2,4
predicting_time,1.163855791091919,0.051156044006347656,S1.2,4
RMSE,0.001542961734694502,0.00020383929881882443,S1.2,4
MAE,0.00043302346979290693,9.461158865276644e-05,S1.2,4
MAPE,1.7106542636496638e-05,2.599865210804103e-05,S1.2,4
MASE,0.010152058478595157,0.0022181300732152793,S1.2,4
MSSE,3.5597266466419396e-05,6.212725588262692e-07,S1.2,4
SMAPE,0.025050839022073414,0.006932473821484606,S1.2,4
RMSE_trend,0.0015440601429072486,0.000223235461426349,S1.2,4
MAE_trend,0.00043936074297790703,0.00014145898259368246,S1.2,4
MAPE_trend,0.00019506578495879346,0.0006088508331794927,S1.2,4
SMAPE_trend,0.1980390051941175,0.24991050925256525,S1.2,4
RMSE_event,4.982309089899798e-05,7.401556148428452e-06,S1.2,4
MAE_event,9.058429254631447e-06,1.3456907537232517e-06,S1.2,4
MAPE_event,0.00027399897240405714,4.0710801049273946e-05,S1.2,4
SMAPE_event,0.027399897240406233,0.0040710801049274985,S1.2,4
RMSE_regressor,3.13687990763113e-05,9.327438966885112e-05,S1.2,4
MAE_regressor,2.8308945874165353e-05,8.417642247751115e-05,S1.2,4
MAPE_regressor,0.00011717629537280462,0.00034850337147696356,S1.2,4
SMAPE_regressor,0.011717629537266589,0.03484977995702885,S1.2,4
